大众河滨大厦	169	武宁路8弄1号	42357	30952	35109	32846	39557	35133
海厦小区	170	昭化路518弄	42811	24103	26621	40709	35376	35304
东郊花园	171	紫竹路398弄	137242	53874	88625	55850	89029	96983
弘扬沁园	172	浦东苗圃路400弄	50839	33389	36607	42383	45122	44376
化纤小区	173	杨宅路40弄	36673	0	0	42682	36548	32439
陆家嘴国际华城	174	张杨路1515弄	58161	43099	45788	47622	49083	49481
东方城市公寓	175	苗圃路60弄	50608	32364	36805	42934	42697	41776
番禺大楼	177	番禺路900号	41852	30000	32839	42027	40411	41224
中天碧云苑	179	碧云路333弄	55823	34177	40607	48654	48402	48047
上海滩花园洋房	181	乳山路505弄	58508	47591	52400	51482	49851	51063
定西小区	182	定西路390弄	30756	28171	28840	32692	30058	7186
长顺路50弄	184	长顺路50弄	37402	27719	28765	30009	32475	34585
国际金融家	185	福山路519号	32042	27930	29320	29214	29201	30039
伊犁新村	186	伊犁路146弄	45365	0	0	35555	33035	27500
天原二村	187	天山路461弄	31058	24687	33039	34825	30965	35106
长宁联建新村	189	延安西路2029弄,延安西路2055弄	37821	29365	27437	36912	35048	28571
明城花苑	190	崂山东路600弄	17700	28776	6964	0	32172	14176
紫金汉宫	191	南泉北路1035号	29280	30263	33167	0	24503	49222
滨江大厦	192	张杨路88号	58238	29154	0	24324	37500	37500
新华路445弄	194	新华路445弄	44444	29190	31506	37049	36502	34866
雅客酒店公寓	195	昌邑路588弄	24226	0	0	48030	25434	24732
民航古北公寓	196	金珠路50号红宝石路口	42068	32748	35761	37762	40741	40297
中镇小区	197	法华镇路635弄	39775	29942	35000	35072	39164	39208
番南小区	198	番禺路1160弄1-9号,1170弄1-7号,塘子泾234弄2...	52900	30602	40439	50333	50059	49960
长联大厦	199	中山西路666号	35801	21710	26315	33260	32692	31606
虹储小区	200	虹桥路1041弄	40634	27260	29912	36940	34815	36140
浦东花园别墅	201	明月路476号	87351	4312	0	0	63715	61263
浦东凤凰大厦酒店公寓	202	黄杨路18号	48221	53987	33845	39759	45042	40644
天申小区	203	北虹路1000弄	34283	25074	28750	31419	32965	32470
信和花园	204	浦东黄杨路69弄	43852	25773	27473	32483	37268	33935
盈标花园酒店公寓	206	红枫路450弄	47883	31914	37545	36914	38704	37100
碧云东方公寓	207	红枫路300弄	52691	35271	39558	42487	44497	43038
云间绿大地	208	锦绣东路418弄	112442	78359	95443	88398	90003	88047
东郊华庭	209	青桐路333弄	42796	24588	29668	34874	34432	36707
旭辉新构想	210	巨野路59号	49730	34736	37817	43467	47426	44299
百富丽山庄	211	浦东明月路1118号	88181	69081	74488	74039	70530	71650
恒大星级公寓	212	成山路668弄21-23号,成山路668弄35-58号	35423	24758	31024	30916	30536	30075
品诚苑	213	南林路557弄	28191	20605	23374	27441	28718	26958
品翠苑	214	南林路584弄	28850	20544	22527	27093	26302	26070
品珍苑	215	环林西路579弄	30701	20575	23333	28003	27193	25069
品新苑	216	环林西路613弄	29851	20178	23351	27027	27291	27730
同科公寓	217	浦东大道637号	30890	24274	24701	27875	30206	27388
凌霄苑	218	南林路734弄1～39号	28676	18234	22289	27013	28626	27155
冠生园东方佳苑	219	东方路2993弄	39782	29106	31131	39088	37194	38108
仁恒广场	220	茂兴路86-88号 90号 96号 98号	34643	27348	27178	30990	30101	29456
仁恒公寓	221	青平路58号,张杨路1255弄	44592	32306	32242	38256	37316	37035
乔顿花园	222	杨高南路1218弄	46809	30329	38378	43223	39905	41872
方圆公寓	223	环龙路439弄1～8号	48380	29457	36109	39651	38772	40403
新都花园	224	蓝村路31弄	43598	31878	37999	40203	40868	41082
当代清水园	225	浦东芳甸路77弄	58212	39557	47964	49050	51580	50778
新天家园	226	桃林路1141弄	55633	37256	39368	47900	48690	49944
天意洲家园	227	沂林路77弄	41422	28734	34409	40139	40185	39460
天安花园	228	上海浦东锦绣路800号	59451	39568	46020	47831	50255	49047
国地公寓	229	浦东南路2244弄	38413	29507	25649	35236	35605	35979
白金府邸	234	旅顺路199弄	61349	44208	42106	48060	49950	51516
瑞虹新城二期	235	临平路133弄	62430	39279	44844	49781	51771	52609
馨虹苑	237	周家嘴路338弄	44288	30977	29921	39482	38385	39244
银欣花苑	239	临平北路60弄	35897	26573	29828	32037	32297	33851
耀江国际广场	240	峨眉路299弄	51788	40405	42682	45627	46765	47525
怡东花园	241	环龙路259弄,环龙路263弄	51337	37693	41802	44415	45453	43712
临潼苑	242	杨树浦路189弄1-29号	46809	31450	34349	38118	40557	42108
天竹大楼	243	张杨路1318号	40540	27186	36000	37294	41752	36375
浦东城建大厦	244	成山路220号	25522	18734	25000	22933	26920	28048
恒大华城天地苑	245	西营南路67弄	38395	27505	31779	34750	35025	34317
四季雅苑(别墅)	246	花木路983号	90063	81931	85304	85780	89278	84007
玫馨苑	247	紫薇路7弄	30474	20343	21061	16953	17487	28727
叠翠苑	248	杨南路689弄	37550	25611	30436	32608	32675	32302
博文家园	249	南码头路1120弄	38724	27765	30988	37035	34039	35692
南泉公寓	250	峨山路500弄	37324	25041	29920	32488	32751	32597
华夏别墅	251	华夏东路2901弄	19000	7272	0	0	15000	15000
华南名苑	252	浦东南路3666弄1-18号,浦东南路3662-3684...	40151	28323	30604	34894	37623	35483
御景园	253	锦绣路888弄	58328	40730	43620	47936	49903	51192
久事公寓	254	浦东南路2169号	38525	25510	28555	26270	30474	32899
棕榈苑	255	环林东路906弄	29266	20968	21979	30184	28524	26736
昌盛新苑	257	东明路660弄1～19号	42265	30305	34480	36515	39245	38624
日月新苑	258	上南路3880弄1～42号	35736	24614	28531	32093	33060	31010
森林湾家园	259	羽山路955弄	55555	35370	36644	46480	47072	47586
明丰佳园	260	东方路2851弄	39392	26001	31972	35573	35102	37031
海苑大厦	263	张杨路1662弄8-9号	45938	28206	33668	37151	44935	42174
日月新殿	264	海阳路612弄1-16号	36776	22691	28111	32220	31506	32802
碧云花园	265	碧云路777弄	52541	42207	48388	46029	45424	45399
浦江茗园	266	昌邑路55弄	44673	35021	37064	41299	40096	38195
汤臣高尔夫公寓	271	龙东大道1号	44790	37412	39728	40009	40348	39950
华师大一村	273	中山北路3671弄	42143	27847	31799	37925	39528	39555
海富花园	276	东方路1365号,1361号,1369号,1357号,1359号,1...	29307	20495	23526	24865	25361	26300
浦东海怡花园	278	松林路111号	41360	29603	29737	35663	38437	36890
紫竹馨苑	279	南码头路1378弄	39878	29213	32453	36234	36259	35815
爱嘉苑	280	东三里桥路211弄	42330	30311	32373	40247	40127	38589
涵乐园	281	张杨路1269弄	49886	31366	35890	42862	39954	38547
上海花城	282	长宁路1818弄1-44号	43073	33543	37509	39808	41560	39722
瑞达苑	283	梅花路230弄	43350	29520	33787	37879	36140	38548
瑞达新苑	284	樱花路515弄1～9号	61904	32678	34499	44699	44001	44339
宏润公寓	285	浦东南路2179弄1～7号	43612	32803	39444	44801	40142	41667
志豪公寓	286	浦东浦建路1458弄	38277	24413	34615	34139	36013	31233
德馨公寓	287	德州路382弄	33547	27304	29991	30681	30621	32682
博爱家园	288	东明路355弄	40422	29137	32525	36388	35718	35809
创业公寓	289	碧波路573弄	13028	0	0	29838	5696	11724
华丰新苑	290	临沂路339弄	44278	30288	29680	36900	34653	38801
证大家园一期	291	巨峰路667弄	46070	29441	33819	40143	40387	38801
翠竹苑	292	永泰路775弄	29155	20594	23783	27898	27245	27771
悉尼阳光	294	临沂北路210弄	44669	31267	33823	38452	39619	37222
金淙苑	295	巨野路197弄1～2号	31991	24309	28044	34313	33447	30160
金浦花园	296	南泉路1261号	32089	21619	23925	27567	27100	26308
都林嘉苑	297	杨南路1139弄1～20号	40012	27478	28450	34701	35168	32768
上南花苑一期	299	浦东南路3885弄	37192	25568	30382	32709	32025	32650
上南花城	300	耀华路87弄	44898	31397	36379	39843	39199	40334
玲珑苑	301	上南路3881弄1～22号	34952	25882	28903	31760	31589	31070
上南山水苑	304	海阳路1000弄,洪山路905弄,洪山路1001弄	36422	25644	29877	31451	32933	31764
上南一村	305	浦东上南路929弄洪山路	30245	24438	26802	29825	29606	29482
上南三村	307	上南路1251弄	29588	23491	27358	30065	29592	29939
上南四村	308	上南路1251弄	28707	23188	27027	30168	30727	28506
上南二村	309	昌里路167弄	30236	24311	27305	30560	29744	29747
上南六村	310	齐河路28弄齐河路10弄.洪山路164号	30675	23499	26653	29574	30309	29863
上南七村	311	上南七村	30603	23520	26765	30032	29627	30386
上南八村	312	洪山路237弄	29989	23027	26098	29396	28864	29426
上南九村	313	成山路248弄1-76号	30074	23435	26812	29637	29917	29186
上南十村	314	洪山路301弄,成山路300弄,成山路350弄	30470	23915	26077	29566	29840	29874
上南十二村	315	德州路20弄	30691	22340	26866	30559	29310	30641
上南兰庭苑	316	上南路4185弄	35109	24450	27649	31209	30178	31958
三林苑	317	浦东三林路1466弄、永泰路1129弄	29237	20824	24451	27906	27066	26694
万邦都市花园	318	龙阳路1880弄	48804	31306	36133	40946	42607	39956
新华路669弄	320	新华路669弄	42423	31250	32259	39044	37612	37856
申竹大楼	321	张杨路1338号	42857	27758	0	38505	43447	63487
浦东牡丹苑	322	牡丹路89弄	41228	28943	31584	36083	36978	37477
张杨花苑	323	张杨路2228弄	47652	31139	34505	35008	41820	38608
浦东名门世家	324	崮山路322弄	38431	28163	33420	34690	37017	35765
博文园	325	浦东南路3905弄	37337	27274	32738	33170	32229	34271
南国龙苑	326	海阳路445弄1-24号	34966	23875	28424	31033	31029	31823
六里嘉园	328	新浦路477弄	28356	21063	24027	27027	28013	27893
光鸿苑	329	东三里桥245弄,临沂路8弄,浦东南路2305弄	41300	29673	31907	37228	38725	36737
住友名人花园	330	张杨路2999弄	39979	30399	33424	37407	39095	37109
桃林公寓	331	张杨路1647弄	40345	25727	30417	34515	35886	34280
海院小区	332	浦东大道1460弄1～60号	40338	25568	26786	35363	33021	34581
新城名庭	333	羽山路851弄	54185	33791	40740	45980	42376	46462
民生家园	334	沈家弄路810弄	41263	28354	30660	36408	38488	38976
桃李家园	335	上南路3339弄	39519	22713	28914	30491	32192	32094
梅花苑	336	梅花路180弄1～20号	38109	26149	28615	33781	34907	35448
加东公寓	337	莲安西路125弄	24954	20135	24567	26366	23467	30693
明竹公寓	339	张杨路1328号	37131	26016	25641	31132	31336	29678
海东公寓	340	莲园路100弄	33701	23098	25066	30149	28862	30197
莲怡苑	341	莲安东路367弄1-21号,莲溪路477弄	33346	25814	28395	31407	31561	32379
申立苑	342	灵山路708弄,灵山路728弄	57057	32101	39191	42782	45685	46889
由中苑	343	严民路221弄	36954	26089	29913	35283	36317	36130
莲馨苑	344	莲园路630弄	35675	31740	29333	29069	35173	32109
金龙东苑	345	浦建路365弄1～13号	43019	30383	34321	38694	38458	39466
和泰玫瑰园	347	东长治路655弄	50884	31807	35191	39046	43560	41586
百富达公寓	348	浦东南路1650弄	36140	29131	29422	31072	33561	32689
珠江玫瑰花园	350	浦东大道1097弄	38681	27625	30139	32976	36974	34969
莲溪大楼	351	北中路408弄	27142	20624	22167	25318	28390	25747
绣竹大楼	354	张杨路1050弄	37857	0	0	0	0	0
花木苑	355	花木路500弄	47557	33002	37189	42899	40680	42538
环龙新纪园	356	白杨路360弄	46364	29923	33073	39320	39984	39389
滨江大楼	357	浦电路29弄	38832	25813	29394	32859	31635	35130
红枫苑	358	环林西路848弄	31067	21225	22927	27108	28119	27147
紫竹轩	359	莲园路180弄,莲园路150弄	33854	24137	29195	28049	32310	31300
紫叶小区	361	紫叶路51-276弄	31057	21021	24600	28650	29691	29057
碧云别墅	362	碧云路700号	67403	90067	0	68718	97307	72807
玫瑰园	363	临沂路151弄1~4号	84838	27472	40602	60894	73447	63565
鼎邦俪池	365	青溪路288弄	79303	74880	78901	86473	83938	77870
金浦小区（塘桥）	366	浦建路207弄,浦建路211弄,蓝村路502弄	37187	27101	30137	33235	33832	33564
翡翠湾公寓	367	张杨路2242弄	49043	31939	38536	41239	44264	41714
铭城园	368	浦三路28弄	44154	29714	31496	45804	33731	35145
金露苑	369	张杨路1667弄1-11号	44694	30558	30924	41439	37459	37677
荣城花苑	370	荣城路9弄	35331	26298	28682	33704	32259	31092
联丰苑	371	杨南路1015弄	32949	24315	26425	30241	30769	29418
金苹果花园	373	上南路3500弄	38156	25817	30849	33267	33271	32411
莲杨苑	374	莲溪路780弄1～53号	34316	23689	27400	36709	31262	30776
竹园商务公寓	377	福山路309号	35373	25000	29450	35517	34066	32470
维多利华庭	378	苗圃路218弄	50661	34651	38614	44401	45437	44427
新梅泉苑	379	新华路721号	90737	91611	112050	67706	67993	85859
莲鼎苑	381	新陈路280弄	32324	23747	23191	26666	29638	30759
莲琼苑	382	新陈路150弄	33674	26662	26819	34828	32498	30566
紫竹华庭	383	昌里东路333弄	41261	30345	33874	37146	36591	37427
红柿苑	384	环林西路777弄	28508	20015	22723	27833	27898	26205
海运新村	385	浦东南路2178弄	36063	24072	27799	29645	31042	30246
锦绣苑	386	浦建路1288弄	44588	30487	33446	34920	36897	35814
莲宏苑	387	莲园路468弄,北中路247弄	33623	20980	26514	33668	32573	32541
中园小区	388	安顺路361弄	33514	25895	26675	32985	34645	35177
胡姬花园	389	碧波路49弄	39394	25124	30218	35334	36493	34427
锦丽新苑	390	上南路4191弄1～15号	33415	24712	27838	29989	31577	31068
虹桥豪苑	392	紫云路118弄	52200	48184	48595	50676	48895	48514
银泰花园	393	蓝天路368弄	51816	33138	35992	44277	44245	44316
金桂苑	394	环林西路618弄	34012	23712	28999	28569	31605	29472
都林龙苑	395	海阳路450弄1～22号	35920	25744	30267	30834	33277	33021
金茂花园	396	浦东大道2515号	29609	19408	21199	25463	25553	25909
华阳小区	397	万航渡路2532弄	33333	39267	0	6115	13018	16177
金爵别墅	399	龙东大道4028弄	44431	37979	42776	38925	39668	40815
中星美华村	400	虹桥路1168弄	55964	52455	56258	55318	54443	56478
友力大厦	401	延安西路1558弄	50494	39804	41089	44002	48240	45882
龙昌苑	402	浦建路1578弄	40439	30495	34751	38518	37019	35325
爱建大楼	403	浦东南路1466弄	33929	29102	30260	30207	36696	31671
大华锦绣华城	404	成山路2008弄、锦绣路3338弄 	46979	30432	35588	39679	39147	40686
天府小区	405	芙蓉江路177弄	23496	23720	0	32821	26666	33369
金龙花园	407	东方路1523弄1～3号	31165	20957	21935	27436	27244	26926
长宁文苑小区	408	定西路399弄1-19号	40390	28179	32193	35759	30717	35033
虹桥河滨花园	409	长宁路1898弄	49646	39007	42669	43591	44431	44343
龙东花园	410	龙东大道2255弄	39767	27840	24514	25042	32753	32080
飞旺家园	411	海阳路815-865弄	36642	24907	28925	32723	32317	32875
利西小区	412	利西路54号	43454	0	0	38525	48843	40909
延武机电大楼	413	延安西路1000号	45738	30392	34947	40538	41711	39531
盛逸公寓	414	浦东南路2199弄	44987	30472	34821	38524	39576	39270
金桥爱建园	415	碧云路199弄1～40号	56519	35314	40678	46103	47635	46175
锦南花苑	416	浦建路725弄1～16号	37089	24809	25598	34484	33756	35480
锦三角花园	417	锦绣路2885弄4～37号	40384	26684	33116	32671	49341	35842
银马苑	418	上南路3058弄1～7号	36925	26454	30479	32220	33360	32144
金宇别墅	419	华夏三路201弄1～66号	45370	30830	31677	30908	32162	39378
都市庭院	420	齐河路438弄	36670	26309	32050	36718	35308	35653
中福公寓	421	东绣路1155弄1-2号	33455	21938	24945	27912	28843	29332
中星张杨苑	422	沈家弄路1697弄1～6号	41969	28718	29716	35674	34425	35134
巨野公寓	423	巨野路246弄	40191	27136	37764	38531	38147	36188
中星云庭	424	德州路60弄	36124	24687	29164	36649	33992	32911
中新家园	425	灵山路785弄	56053	35333	39906	48706	47996	47998
中新公寓	426	南洋泾路280弄	51783	32352	33962	44688	42259	40173
东源大厦	427	浦建路47号	35264	22416	29315	29637	29487	33608
东源丽晶别墅	428	巨峰路1589弄,巨峰路1585弄	49991	40439	39497	42107	40123	40984
恒大华城东林苑	429	西营南路68弄	36640	25954	30405	32791	33547	32396
大同花园	430	鲁班路168弄,鲁班路88弄,南塘浜路99弄	54089	38401	43415	43893	45926	44632
上海大众汽车公寓	431	斜土路118弄	44476	29522	35648	39817	40774	41129
汇龙新城	432	徐家汇路515弄	58442	42970	45583	50436	50200	50184
丽都大厦	433	中山南一路500弄	16853	19791	19806	0	29642	21008
永业大楼	434	淮海中路481号,雁荡路10弄,雁荡路6号	64885	59813	58579	63316	61838	57992
上方花园	435	淮海中路1285弄	152665	144647	151521	152018	148278	153644
海丽大厦	436	打浦路88号	35714	0	0	38532	0	0
富源公寓	437	徐家汇路552弄	47730	31098	34423	37603	37915	37069
启华大厦	438	淮海中路1375号	25423	0	0	7647	25423	25423
马当小区	439	马当路357弄	58488	38071	39503	49165	52931	49917
懿园	441	建国西路506弄1～57号	98874	69119	59077	70731	76945	90319
大宁路598号	442	大宁路598号	57170	28484	0	0	0	0
崇文苑	443	平型关路680弄1～16号	41422	27808	30657	34972	37556	36963
恒通大厦	444	恒通路222号	30303	0	0	0	0	5509
振颖苑	445	徐家汇路436弄	49478	35025	40000	40350	48876	42719
郁金香花苑	447	斜土路810弄1～12号	49643	34344	40815	42034	45249	45090
巴士公寓	448	淡水路460弄	31393	31061	0	49233	49233	46153
南昌路102弄	450	南昌路102弄	93646	0	88308	65573	71442	85118
万宜坊	452	重庆南路205弄	101575	73135	102077	94945	89338	75285
巴士小区	453	建国东路489弄	50851	32098	35320	52305	43266	55444
建德小区	455	马当路444弄	17791	0	0	42914	45037	9759
瑞雪大楼	457	陕西南路271弄	54604	36034	39159	48942	48756	47009
